Time,SentenceId,GazeX,GazeY,GazeNearestKey,TouchOn,TouchX,TouchY,CenterGridX,CenterGridY,CenterKeyLabel,SelectedKeyLabel,CharacterToBeTyped,TypeFlag,CharacterTyped,InBreak,ThreeByThreeDisplayed,CorrectKeyInThreeByThree
0.000,19,943.20,841.98,t,0,0.00,0.00,0.00,0.00,,,o,0,,0,0,0
0.031,19,1015.78,844.92,y,0,0.00,0.00,0.00,0.00,,,o,0,,0,0,0
0.042,19,1111.04,848.78,y,0,0.00,0.00,0.00,0.00,,,o,0,,0,0,0
0.056,19,1181.85,851.65,u,0,0.00,0.00,0.00,0.00,,,o,0,,0,0,0
0.071,19,1211.72,852.87,u,0,0.00,0.00,0.00,0.00,,,o,0,,0,0,0
0.084,19,1217.17,853.09,u,0,0.00,0.00,0.00,0.00,,,o,0,,0,0,0
0.099,19,1345.65,854.30,u,0,0.00,0.00,0.00,0.00,,,o,0,,0,0,0
0.112,19,1454.97,855.23,i,0,0.00,0.00,0.00,0.00,,,o,0,,0,0,0
0.124,19,1484.22,855.47,i,0,0.00,0.00,0.00,0.00,,,o,0,,0,0,0
0.138,19,1496.56,855.58,i,0,0.00,0.00,0.00,0.00,,,o,0,,0,0,0
0.150,19,1501.77,855.62,i,0,0.00,0.00,0.00,0.00,,,o,0,,0,0,0
0.164,19,1503.97,855.64,i,0,0.00,0.00,0.00,0.00,,,o,0,,0,0,0
0.180,19,1538.53,855.61,i,0,0.00,0.00,0.00,0.00,,,o,0,,0,0,0
0.192,19,1563.92,855.58,o,0,0.00,0.00,0.00,0.00,,,o,0,,0,0,0
0.204,19,1572.03,855.58,o,0,0.00,0.00,0.00,0.00,,,o,0,,0,0,0
0.219,19,1578.05,855.57,o,0,0.00,0.00,0.00,0.00,,,o,0,,0,0,0
0.232,19,1580.59,855.57,o,0,0.00,0.00,0.00,0.00,,,o,0,,0,0,0
0.246,19,1581.67,855.57,o,0,0.00,0.00,0.00,0.00,,,o,0,,0,0,0
0.258,19,1582.12,855.57,o,0,0.00,0.00,0.00,0.00,,,o,0,,0,0,0
0.272,19,1582.35,855.57,o,0,0.00,0.00,0.00,0.00,,,o,0,,0,0,0
0.285,19,1582.41,855.57,o,0,0.00,0.00,0.00,0.00,,,o,0,,0,0,0
0.301,19,1583.27,855.64,o,0,0.00,0.00,0.00,0.00,,,o,0,,0,0,0
0.314,19,1583.90,855.69,o,0,0.00,0.00,0.00,0.00,,,o,0,,0,0,0
0.328,19,1584.17,855.71,o,0,0.00,0.00,0.00,0.00,,,o,0,,0,0,0
0.340,19,1584.28,855.72,o,0,0.00,0.00,0.00,0.00,,,o,0,,0,0,0
0.352,19,1584.33,855.73,o,0,0.00,0.00,0.00,0.00,,,o,0,,0,0,0
0.364,19,1598.61,852.48,o,0,0.00,0.00,0.00,0.00,,,o,0,,0,0,0
0.377,19,1609.22,850.07,o,0,0.00,0.00,0.00,0.00,,,o,0,,0,0,0
0.391,19,1613.70,849.05,o,0,0.00,0.00,0.00,0.00,,,o,0,,0,0,0
0.404,19,1615.59,848.62,o,0,0.00,0.00,0.00,0.00,,,o,0,,0,0,0
0.415,19,1616.39,848.44,o,0,0.00,0.00,0.00,0.00,,,o,0,,0,0,0
0.430,19,1616.52,833.00,o,0,0.00,0.00,0.00,0.00,,,o,0,,0,0,0
0.442,19,1616.51,821.56,o,0,0.00,0.00,0.00,0.00,,,o,0,,0,0,0
0.459,19,1616.51,816.73,o,0,0.00,0.00,0.00,0.00,,,o,0,,0,0,0
0.473,19,1616.51,814.69,o,0,0.00,0.00,0.00,0.00,,,o,0,,0,0,0
0.487,19,1616.51,813.83,o,0,0.00,0.00,0.00,0.00,,,o,0,,0,0,0
0.499,19,1609.84,792.97,o,0,0.00,0.00,0.00,0.00,,,o,0,,0,0,0
0.510,19,1604.89,777.47,o,0,0.00,0.00,0.00,0.00,,,o,0,,0,0,0
0.523,19,1602.80,770.92,o,0,0.00,0.00,0.00,0.00,,,o,0,,0,0,0
0.537,19,1601.92,768.16,o,0,0.00,0.00,0.00,0.00,,,o,0,,0,0,0
0.550,19,1601.55,767.00,o,0,0.00,0.00,0.00,0.00,,,o,0,,0,0,0
0.565,19,1598.66,757.77,o,0,0.00,0.00,0.00,0.00,,,o,0,,0,0,0
0.580,19,1593.86,742.40,o,0,0.00,0.00,0.00,0.00,,,o,0,,0,0,0
0.592,19,1591.84,735.92,o,0,0.00,0.00,0.00,0.00,,,o,0,,0,0,0
0.607,19,1590.99,733.18,o,0,0.00,0.00,0.00,0.00,,,o,0,,0,0,0
0.621,19,1590.63,732.03,o,0,0.00,0.00,0.00,0.00,,,o,0,,0,0,0
0.637,19,1592.59,718.19,o,1,1602.00,629.00,0.00,0.00,,,o,0,,0,0,0
