Time,SentenceId,GazeX,GazeY,GazeNearestKey,TouchOn,TouchX,TouchY,CenterGridX,CenterGridY,CenterKeyLabel,SelectedKeyLabel,CharacterToBeTyped,TypeFlag,CharacterTyped,InBreak,ThreeByThreeDisplayed,CorrectKeyInThreeByThree
0.000,15,1206.94,836.88,u,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.023,15,1209.39,837.41,u,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.036,15,1225.71,840.55,u,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.048,15,1233.87,842.09,u,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.064,15,1239.93,843.23,u,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.079,15,1241.86,843.60,u,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.094,15,1245.59,838.49,u,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.109,15,1248.32,833.90,u,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.124,15,1249.05,832.67,u,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.136,15,1249.36,832.15,u,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.149,15,1249.51,831.89,u,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.161,15,1249.55,831.82,u,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.175,15,1245.66,824.44,u,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.187,15,1243.47,820.29,u,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.200,15,1241.84,817.21,u,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.212,15,1241.31,816.23,u,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.227,15,1240.86,815.36,u,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.241,15,1233.38,812.89,u,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.253,15,1227.85,811.12,u,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.267,15,1225.52,810.38,u,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.279,15,1224.54,810.07,u,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.293,15,1224.05,809.91,u,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.308,15,1216.65,808.46,u,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.319,15,1211.20,807.40,u,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.335,15,1208.89,806.95,u,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.347,15,1207.92,806.77,u,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.361,15,1207.97,804.34,u,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.373,15,1208.14,802.57,u,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.387,15,1208.21,801.82,u,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.399,15,1208.24,801.50,u,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.412,15,1208.26,801.37,u,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.425,15,1208.26,801.31,u,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.437,15,1215.54,800.98,u,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.452,15,1228.15,800.44,u,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.464,15,1233.48,800.21,u,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.478,15,1236.13,800.10,u,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.489,15,1236.84,800.07,u,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.502,15,1237.14,800.06,u,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.515,15,1237.27,800.05,u,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.529,15,1247.23,796.08,u,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.542,15,1251.44,794.40,u,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.556,15,1253.21,793.70,u,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.568,15,1253.96,793.40,u,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.582,15,1229.07,790.30,u,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.596,15,1210.47,788.03,u,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.614,15,1202.62,787.08,u,1,1482.00,682.00,0.00,0.00,,,i,0,,0,0,0
0.627,15,1199.31,786.67,u,1,1482.00,682.00,0.00,0.00,,,i,0,,0,0,0
0.644,15,1112.91,797.06,y,1,1482.00,683.00,0.00,0.00,,,i,0,,0,0,0
0.657,15,1097.15,798.95,y,1,1482.00,683.00,0.00,0.00,,,i,1,i,0,0,0
0.671,15,1069.81,802.23,y,0,0.00,0.00,0.00,0.00,,,t,0,,0,0,0
