ParticipantID,Condition,PhraseID,SentenceNumber,TargetText,TypedText,TaskTime,TypingTime,TimeToFirstKey,SubmitLatency,TaskWPM,TypingWPM,CorrectChars,IncorrectChars,TER
5,GazeTouch,1,1,have i mentioned how much i love houston traffic,have i mentioned how much i love houston traffic,90.57,83.90,4.87,0.00,6.23,6.72,48,0,0.00
5,GazeTouch,17,2,is it over,is it over,19.50,15.56,2.05,0.00,5.54,6.94,10,0,0.00
5,GazeTouch,25,3,i told you silly,i told you silky,29.44,23.52,3.93,0.00,6.12,7.65,15,1,0.06
5,GazeTouch,21,4,you can talk to becky,you can talk to becky,38.83,35.00,2.13,0.00,6.18,6.86,21,0,0.00
5,GazeTouch,22,5,i talked to duran,i talked to duran,22.37,19.51,1.75,0.00,8.58,9.84,17,0,0.00
5,GazeTouch,19,6,ok with me,ok with me,14.89,11.09,2.27,0.00,7.25,9.74,10,0,0.00
5,GazeTouch,16,7,has anyone else heard anything,has anyine else heard anything,47.06,44.02,2.19,0.00,7.40,7.91,29,1,0.03
5,GazeTouch,5,8,im glad you liked it,im glad you liked it,25.58,22.81,1.69,0.00,8.91,10.00,20,0,0.00
5,GazeTouch,30,9,i am on my way,i anron my way,23.07,20.48,1.52,0.00,6.76,7.62,12,2,0.14
5,GazeTouch,7,10,ive never worked with her,ivw bever worked with her,40.74,37.19,1.58,0.00,7.07,7.74,23,2,0.08
5,GazeTouch,8,11,get with mary for format,get with mary for format,35.82,32.59,2.05,0.00,7.71,8.47,24,0,0.00
5,GazeTouch,6,12,this looks fine,this looks fine,21.81,19.23,1.65,0.00,7.70,8.74,15,0,0.00
5,GazeTouch,27,13,thanks for your concern,thanks for your concern,33.38,30.95,1.33,0.00,7.91,8.53,23,0,0.00
5,GazeTouch,29,14,what is the mood,what is the mood,20.18,16.87,2.04,0.00,8.92,10.67,16,0,0.00
5,GazeTouch,15,15,its not looking too good is it,its not looking too good is it,43.04,40.00,1.92,0.00,8.08,8.70,30,0,0.00
5,GazeTouch,20,16,whats going on,whats going on,19.33,16.13,1.85,0.00,8.07,9.67,14,0,0.00
5,GazeTouch,10,17,im glad she likes her tree,in glad she likes her tree,37.48,34.32,1.69,0.00,8.01,8.74,25,1,0.04
5,GazeTouch,14,18,can you help,can you hwlp,16.75,13.41,2.44,0.00,7.88,9.84,11,1,0.08
5,GazeTouch,23,19,i agreed terms with greg,i agreed terms with greg,28.73,25.96,1.66,0.00,9.61,10.63,24,0,0.00
5,GazeTouch,26,20,wednesday is definitely a hot chocolate day,wednesday oi definitely a hot chocolate day,62.40,58.79,2.01,0.00,8.08,8.57,41,2,0.05
5,GazeTouch,24,21,i am at the lake,i am at the lakw,23.31,19.53,1.81,0.00,7.72,9.22,15,1,0.06
5,GazeTouch,9,22,i hope you are feeling better,i hopwxyoy are feeling better,44.66,41.94,1.73,0.00,7.52,8.01,26,3,0.10
5,GazeTouch,3,23,should systems manage the migration,dsould systems manage the migration,48.23,44.08,2.27,0.00,8.46,9.26,33,2,0.06
5,GazeTouch,4,24,i think that is the right answer,i think that is the right answer,46.34,43.70,1.60,0.00,8.03,8.51,32,0,0.00
5,GazeTouch,18,25,ill get you one,ill get you one,16.80,14.10,1.75,0.00,10.00,11.91,15,0,0.00
5,GazeTouch,2,26,take what you can get,takw whatcyou can get,25.44,23.25,1.32,0.00,9.43,10.32,19,2,0.10
5,GazeTouch,28,27,thursday works better for me,thursday woeks better for me,36.21,33.05,1.63,0.00,8.95,9.80,27,1,0.04
5,GazeTouch,11,28,are you getting all the information you need,are you gettingcallxthe infoematoon you nwed,56.67,54.25,1.41,0.00,9.11,9.51,39,5,0.11
5,GazeTouch,12,29,have a great trip,have a freat trip,21.93,19.29,1.79,0.00,8.75,9.96,16,1,0.06
5,GazeTouch,13,30,did you talk to ava this morning,did yoyhtalk to ava this moening,43.16,39.25,2.55,0.00,8.62,9.48,29,3,0.09
