ParticipantID,Condition,PhraseID,SentenceNumber,TargetText,TypedText,TaskTime,TypingTime,TimeToFirstKey,SubmitLatency,TaskWPM,TypingWPM,CorrectChars,IncorrectChars,TER
12,GazeOnly,10,1,im glad she likes her tree,im vlad sge luke  hwx reew,109.34,90.93,7.24,0.00,2.74,3.30,17,9,0.35
12,GazeOnly,22,2,i talked to duran,onf lkwd yp suea ,70.60,63.29,5.25,0.00,2.72,3.03,7,10,0.59
12,GazeOnly,27,3,thanks for your concern,tjabl  fpr your  pnnern,124.99,118.59,2.59,0.00,2.11,2.23,15,8,0.35
12,GazeOnly,8,4,get with mary for format,ber with mary foe format,152.40,108.72,29.20,0.00,1.81,2.54,21,3,0.13
12,GazeOnly,3,5,should systems manage the migration,ahiuld eystems  anage the  igration,128.14,103.97,62.30,0.00,3.18,3.92,30,5,0.14
12,GazeOnly,9,6,i hope you are feeling better,i hopq you are frwlonb eetter,87.77,82.78,3.44,0.00,3.83,4.06,23,6,0.21
12,GazeOnly,29,7,what is the mood,what os the mood,44.72,37.26,5.49,0.00,4.02,4.83,15,1,0.06
12,GazeOnly,1,8,have i mentioned how much i love houston traffic,hqve i mebtioeed how  uch i love gouston trqffic,151.42,147.54,2.67,0.00,3.72,3.82,42,6,0.13
12,GazeOnly,19,9,ok with me,ok with  e,33.50,26.46,4.96,0.00,3.22,4.08,9,1,0.10
12,GazeOnly,5,10,im glad you liked it,om glaf yoy liked ir,53.06,46.41,3.38,0.00,4.30,4.91,16,4,0.20
12,GazeOnly,23,11,i agreed terms with greg,i ageeex terms with gret,65.93,60.47,4.37,0.00,4.19,4.56,21,3,0.13
12,GazeOnly,12,12,have a great trip,uave a freqt trip,55.39,49.77,3.42,0.00,3.47,3.86,14,3,0.18
12,GazeOnly,6,13,this looks fine,this looks fine,48.24,40.16,5.10,0.00,3.48,4.18,15,0,0.00
12,GazeOnly,2,14,take what you can get,tale shag you  aj tet,54.51,50.28,2.88,0.00,4.40,4.77,15,6,0.29
12,GazeOnly,28,15,thursday works better for me,thutwday works brtter fot me,81.11,68.27,4.61,0.00,3.99,4.75,24,4,0.14
12,GazeOnly,25,16,i told you silly,i tole you willy,39.19,33.68,4.21,0.00,4.59,5.34,14,2,0.13
12,GazeOnly,26,17,wednesday is definitely a hot chocolate day,wecneaxay is definitely a not cho olate day,138.99,133.98,2.59,0.00,3.63,3.76,38,5,0.12
12,GazeOnly,4,18,i think that is the right answer,i think thqt is the rigbt a swwr,92.82,84.20,6.71,0.00,4.01,4.42,28,4,0.13
12,GazeOnly,15,19,its not looking too good is it,its nor looling tlo fpis is iy,113.37,103.69,3.42,0.00,3.07,3.36,22,8,0.27
12,GazeOnly,30,20,i am on my way,i an on mt way,36.52,31.90,3.27,0.00,4.27,4.89,12,2,0.14
12,GazeOnly,24,21,i am at the lake,i a  at rhe lams,41.21,36.79,3.12,0.00,4.37,4.89,12,4,0.25
12,GazeOnly,17,22,is it over,ia ut over,30.07,24.56,2.64,0.00,3.59,4.40,8,2,0.20
12,GazeOnly,7,23,ive never worked with her,kbe  e wr worewd witg ree,118.49,107.86,2.65,0.00,2.43,2.67,15,10,0.40
12,GazeOnly,14,24,can you help,ca  you help,39.88,17.44,20.18,0.00,3.31,7.57,11,1,0.08
12,GazeOnly,16,25,has anyone else heard anything,has qnuone else beard zngthimg,76.30,73.31,1.93,0.00,4.56,4.75,24,6,0.20
12,GazeOnly,18,26,ill get you one,oll ger you ine,29.08,25.06,2.32,0.00,5.78,6.70,12,3,0.20
12,GazeOnly,20,27,whats going on,whqtd voong i ,39.93,35.52,2.36,0.00,3.91,4.39,8,6,0.43
12,GazeOnly,13,28,did you talk to ava this morning,did yiu tqpl to ava tyia mirninh,68.54,62.17,3.80,0.00,5.43,5.98,24,8,0.25
12,GazeOnly,21,29,you can talk to becky,tku can talm to brcky,54.31,49.09,1.93,0.00,4.42,4.89,17,4,0.19
12,GazeOnly,11,30,are you getting all the information you need,are you getting all the inrotmatipn you keed,87.63,84.18,1.81,0.00,5.89,6.13,40,4,0.09
