Time,SentenceId,GazeX,GazeY,GazeNearestKey,TouchOn,TouchX,TouchY,CenterGridX,CenterGridY,CenterKeyLabel,SelectedKeyLabel,CharacterToBeTyped,TypeFlag,CharacterTyped,InBreak,ThreeByThreeDisplayed,CorrectKeyInThreeByThree
0.000,23,940.50,603.27,t,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.030,23,976.59,608.10,y,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.046,23,1039.18,616.48,y,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.058,23,1065.58,620.01,y,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.072,23,1087.77,608.53,y,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.086,23,1100.69,599.52,y,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.098,23,1103.05,597.87,y,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.113,23,1107.88,594.50,y,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.126,23,1109.17,593.60,y,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.138,23,1109.72,593.22,y,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.155,23,1063.72,530.00,h,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.168,23,1044.32,503.33,h,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.181,23,1038.12,494.81,h,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.192,23,1033.52,488.48,h,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.204,23,1014.49,467.85,h,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.217,23,1000.35,452.52,g,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.231,23,994.38,446.05,g,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.245,23,991.87,443.32,g,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.259,23,979.16,438.90,g,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.272,23,970.06,435.99,g,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.286,23,966.21,434.76,g,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.299,23,964.59,434.24,g,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.313,23,954.22,437.10,g,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.326,23,946.73,439.29,g,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.339,23,943.57,440.22,g,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.353,23,942.24,440.61,g,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.370,23,944.40,449.43,g,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.382,23,947.80,460.84,g,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.394,23,950.32,469.32,g,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.407,23,951.39,472.90,g,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.420,23,951.84,474.41,g,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.432,23,952.02,475.04,g,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.445,23,952.10,475.31,g,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.461,23,981.58,509.28,g,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.473,23,994.01,523.61,g,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.484,23,997.98,528.19,g,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.499,23,1000.93,531.59,g,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.515,23,1042.95,571.09,h,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.529,23,1063.91,590.80,y,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.541,23,1069.52,596.07,y,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.558,23,1071.88,598.30,y,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.570,23,1072.88,599.24,y,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
