ParticipantID,Condition,PhraseID,SentenceNumber,TargetText,TypedText,TaskTime,TypingTime,TimeToFirstKey,SubmitLatency,TaskWPM,TypingWPM,CorrectChars,IncorrectChars,TER
3,GazeTouch,6,1,this looks fine,thia rooks fijr,42.49,38.69,2.18,0.00,3.95,4.34,11,4,0.27
3,GazeTouch,25,2,i told you silly,i told you solly,36.93,28.99,4.85,0.00,4.87,6.21,15,1,0.06
3,GazeTouch,2,3,take what you can get,rake sjat you dan get,50.25,42.56,2.59,0.00,4.78,5.64,17,4,0.19
3,GazeTouch,30,4,i am on my way,i amlyn m  wao,34.82,30.19,3.28,0.00,4.48,5.17,10,4,0.29
3,GazeTouch,5,5,im glad you liked it,im glad you like i m,38.51,32.37,3.22,0.00,5.92,7.04,16,4,0.20
3,GazeTouch,20,6,whats going on,what fgoing on,35.32,27.23,6.23,0.00,4.42,5.73,12,2,0.14
3,GazeTouch,1,7,have i mentioned how much i love houston traffic,have e ment ob x how huch iloove hmustpn traffic,119.19,109.29,3.66,0.00,4.73,5.16,38,10,0.21
3,GazeTouch,12,8,have a great trip,nzve a vrd t trip,35.97,27.31,3.47,0.00,5.34,7.03,12,5,0.29
3,GazeTouch,15,9,its not looking too good is it,its not loooing too gpodcis it,53.05,49.21,2.32,0.00,6.56,7.07,27,3,0.10
3,GazeTouch,24,10,i am at the lake,i am ay the lake,62.72,59.68,2.19,0.00,2.87,3.02,15,1,0.06
3,GazeTouch,9,11,i hope you are feeling better,o hoie you arw feeling better,55.77,47.31,6.26,0.00,6.02,7.10,26,3,0.10
3,GazeTouch,10,12,im glad she likes her tree,im gladfshe hikfs her tred,43.21,39.05,2.16,0.00,6.94,7.68,22,4,0.15
3,GazeTouch,3,13,should systems manage the migration,snlyld systemz manage the mugratukn,54.84,50.97,1.78,0.00,7.44,8.01,28,7,0.20
3,GazeTouch,14,14,can you help,caj ypu hedp,18.63,14.32,2.71,0.00,7.09,9.22,9,3,0.25
3,GazeTouch,22,15,i talked to duran,i talkedtti duran,26.27,23.41,1.51,0.00,7.31,8.20,15,2,0.12
3,GazeTouch,11,16,are you getting all the information you need,ate you gettj g all the inflrn tio gohyneexm,69.94,66.02,2.99,0.00,7.38,7.82,29,15,0.34
3,GazeTouch,28,17,thursday works better for me,tbursxay workz begfdf forvme,52.43,48.19,2.69,0.00,6.18,6.72,20,8,0.29
3,GazeTouch,29,18,what is the mood,ehatis  the mopd,27.08,23.29,1.92,0.00,6.65,7.73,11,5,0.31
3,GazeTouch,13,19,did you talk to ava this morning,did you talk to ava this mornbng,59.33,54.37,3.95,0.00,6.27,6.84,31,1,0.03
3,GazeTouch,23,20,i agreed terms with greg,iaggceed terms withcgreg,37.25,32.72,2.29,0.00,7.41,8.44,20,4,0.17
3,GazeTouch,21,21,you can talk to becky,you can ralj to bekky,26.87,24.00,1.53,0.00,8.93,10.00,18,3,0.14
3,GazeTouch,26,22,wednesday is definitely a hot chocolate day,wednesday is defibirely abvit chocolate eat,63.37,59.19,2.93,0.00,7.95,8.52,36,7,0.16
3,GazeTouch,19,23,ok with me,okay th ne,21.40,17.11,1.78,0.00,5.05,6.31,6,4,0.40
3,GazeTouch,4,24,i think that is the right answer,ivthibk thztsyscthe right answer,53.79,50.78,2.19,0.00,6.92,7.33,26,6,0.19
3,GazeTouch,17,25,is it over,isiit ovwr,14.25,10.84,1.41,0.00,7.58,9.96,8,2,0.20
3,GazeTouch,7,26,ive never worked with her,ive never worked with her,36.40,32.28,2.17,0.00,7.91,8.92,25,0,0.00
3,GazeTouch,27,27,thanks for your concern,thanks for your concern,32.18,28.70,2.27,0.00,8.20,9.20,23,0,0.00
3,GazeTouch,8,28,get with mary for format,get with nary for formav,37.75,33.46,2.89,0.00,7.31,8.25,22,2,0.08
3,GazeTouch,18,29,ill get you one,ilksgey you p e,19.04,16.09,1.64,0.00,8.82,10.44,10,5,0.33
3,GazeTouch,16,30,has anyone else heard anything,tas antobe else heard anythibg,50.12,45.97,2.81,0.00,6.94,7.57,26,4,0.13
