Time,SentenceId,GazeX,GazeY,GazeNearestKey,TouchOn,TouchX,TouchY,CenterGridX,CenterGridY,CenterKeyLabel,SelectedKeyLabel,CharacterToBeTyped,TypeFlag,CharacterTyped,InBreak,ThreeByThreeDisplayed,CorrectKeyInThreeByThree
0.000,10,1011.93,492.38,h,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.012,10,1012.60,491.11,h,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.024,10,1013.10,490.16,h,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.039,10,1013.08,487.35,h,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.050,10,1012.86,484.06,h,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.061,10,1012.69,481.61,h,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.073,10,1012.66,481.16,h,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.084,10,1012.62,480.58,h,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.098,10,1012.49,484.71,h,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.113,10,1012.31,492.44,h,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.125,10,1012.24,495.71,h,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.141,10,1012.21,497.08,h,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.155,10,1012.20,497.66,h,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.169,10,1017.81,501.70,h,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.182,10,1021.99,504.62,h,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.194,10,1023.75,505.85,h,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.207,10,1024.31,506.25,h,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.221,10,1024.73,506.54,h,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.235,10,1047.17,507.36,h,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.246,10,1076.46,508.30,h,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.257,10,1098.23,509.01,h,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.271,10,1107.41,509.31,h,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.285,10,1111.28,509.43,h,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.299,10,1154.25,512.68,h,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.313,10,1226.61,518.23,j,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.326,10,1257.14,520.58,j,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.340,10,1266.89,521.33,j,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.352,10,1272.37,521.75,j,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.364,10,1276.45,522.06,j,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.379,10,1405.51,516.61,k,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.391,10,1459.95,514.31,k,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.406,10,1482.92,513.34,k,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.420,10,1492.61,512.93,k,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.435,10,1544.76,500.87,k,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.447,10,1609.14,485.21,l,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.460,10,1656.99,473.57,l,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.476,10,1677.18,468.66,l,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.490,10,1707.49,454.25,l,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.504,10,1748.87,431.97,l,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.518,10,1766.33,422.58,l,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.534,10,1773.69,418.61,l,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.548,10,1776.80,416.94,l,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.561,10,1781.74,409.13,l,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.575,10,1788.59,396.52,l,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.590,10,1791.48,391.20,l,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.607,10,1792.70,388.95,l,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.618,10,1793.09,388.24,l,0,0.00,0.00,0.00,0.00,,,i,0,,0,0,0
0.632,10,1795.33,383.03,l,1,1448.00,666.00,0.00,0.00,,,i,0,,0,0,0
0.647,10,1798.11,376.50,l,1,1448.00,665.00,0.00,0.00,,,i,0,,0,0,0
0.662,10,1800.17,371.64,l,1,1449.00,663.00,0.00,0.00,,,i,0,,0,0,0
0.681,10,1800.55,370.76,l,1,1449.00,663.00,0.00,0.00,,,i,1,i,0,0,0
0.694,10,1801.20,369.22,l,0,0.00,0.00,0.00,0.00,,,m,0,,0,0,0
0.711,10,1801.41,368.73,l,0,0.00,0.00,0.00,0.00,,,m,0,,0,0,0
0.727,10,1806.02,351.33,l,0,0.00,0.00,0.00,0.00,,,m,0,,0,0,0
0.740,10,1808.62,341.55,l,0,0.00,0.00,0.00,0.00,,,m,0,,0,0,0
0.752,10,1810.07,336.05,l,0,0.00,0.00,0.00,0.00,,,m,0,,0,0,0
0.767,10,1811.16,331.96,l,0,0.00,0.00,0.00,0.00,,,m,0,,0,0,0
0.779,10,1811.61,330.23,l,0,0.00,0.00,0.00,0.00,,,m,0,,0,0,0
0.792,10,1798.03,315.09,l,0,0.00,0.00,0.00,0.00,,,m,0,,0,0,0
0.806,10,1787.88,304.07,l,0,0.00,0.00,0.00,0.00,,,m,0,,0,0,0
0.821,10,1783.59,299.43,l,0,0.00,0.00,0.00,0.00,,,m,0,,0,0,0
0.837,10,1781.78,297.47,l,0,0.00,0.00,0.00,0.00,,,m,0,,0,0,0
0.850,10,1781.02,296.64,l,0,0.00,0.00,0.00,0.00,,,m,0,,0,0,0
0.863,10,1765.11,290.89,l,0,0.00,0.00,0.00,0.00,,,m,0,,0,0,0
0.875,10,1737.95,281.38,l,0,0.00,0.00,0.00,0.00,,,m,0,,0,0,0
0.887,10,1726.49,277.37,l,0,0.00,0.00,0.00,0.00,,,m,0,,0,0,0
0.901,10,1721.66,275.68,l,0,0.00,0.00,0.00,0.00,,,m,0,,0,0,0
0.912,10,1719.62,274.96,l,0,0.00,0.00,0.00,0.00,,,m,0,,0,0,0
0.928,10,1718.60,274.61,l,0,0.00,0.00,0.00,0.00,,,m,0,,0,0,0
0.942,10,1706.08,271.03,l,0,0.00,0.00,0.00,0.00,,,m,0,,0,0,0
0.955,10,1684.71,264.95,l,0,0.00,0.00,0.00,0.00,,,m,0,,0,0,0
0.968,10,1675.70,262.39,l,0,0.00,0.00,0.00,0.00,,,m,0,,0,0,0
0.981,10,1671.89,261.30,l,0,0.00,0.00,0.00,0.00,,,m,0,,0,0,0
0.993,10,1670.29,260.85,l,0,0.00,0.00,0.00,0.00,,,m,0,,0,0,0
1.007,10,1648.00,268.78,l,0,0.00,0.00,0.00,0.00,,,m,0,,0,0,0
1.018,10,1638.60,272.12,l,0,0.00,0.00,0.00,0.00,,,m,0,,0,0,0
1.031,10,1634.63,273.54,m,0,0.00,0.00,0.00,0.00,,,m,0,,0,0,0
1.042,10,1633.36,273.99,m,0,0.00,0.00,0.00,0.00,,,m,0,,0,0,0
1.056,10,1632.42,274.32,m,0,0.00,0.00,0.00,0.00,,,m,0,,0,0,0
1.071,10,1623.98,273.57,m,0,0.00,0.00,0.00,0.00,,,m,0,,0,0,0
1.083,10,1617.83,272.96,m,0,0.00,0.00,0.00,0.00,,,m,0,,0,0,0
1.099,10,1614.76,272.66,m,0,0.00,0.00,0.00,0.00,,,m,0,,0,0,0
1.111,10,1613.39,268.29,m,1,1438.00,269.00,0.00,0.00,,,m,0,,0,0,0
1.125,10,1611.62,260.78,m,1,1438.00,269.00,0.00,0.00,,,m,0,,0,0,0
1.140,10,1610.87,257.62,m,1,1438.00,269.00,0.00,0.00,,,m,0,,0,0,0
1.157,10,1610.73,257.04,m,1,1438.00,269.00,0.00,0.00,,,m,1,m,0,0,0
1.171,10,1617.82,238.34,m,0,0.00,0.00,0.00,0.00,,, ,0,,0,0,0
1.183,10,1627.34,214.78,m,0,0.00,0.00,0.00,0.00,,, ,0,,0,0,0
1.198,10,1634.43,197.28,m,0,0.00,0.00,0.00,0.00,,, ,0,,0,0,0
1.214,10,1637.41,189.89,m,0,0.00,0.00,0.00,0.00,,, ,0,,0,0,0
1.228,10,1638.37,187.54,m,0,0.00,0.00,0.00,0.00,,, ,0,,0,0,0
1.243,10,1639.08,185.78,m,0,0.00,0.00,0.00,0.00,,, ,0,,0,0,0
1.255,10,1630.29,182.30,m,0,0.00,0.00,0.00,0.00,,, ,0,,0,0,0
1.270,10,1623.76,179.71,m,0,0.00,0.00,0.00,0.00,,, ,0,,0,0,0
1.286,10,1621.01,178.62,m,0,0.00,0.00,0.00,0.00,,, ,0,,0,0,0
1.301,10,1619.85,178.16,m,0,0.00,0.00,0.00,0.00,,, ,0,,0,0,0
1.313,10,1622.40,179.15,m,0,0.00,0.00,0.00,0.00,,, ,0,,0,0,0
1.324,10,1624.47,179.96,m,0,0.00,0.00,0.00,0.00,,, ,0,,0,0,0
1.336,10,1627.19,181.02,m,0,0.00,0.00,0.00,0.00,,, ,0,,0,0,0
1.348,10,1629.77,181.77,m,0,0.00,0.00,0.00,0.00,,, ,0,,0,0,0
1.362,10,1632.72,182.48,m,0,0.00,0.00,0.00,0.00,,, ,0,,0,0,0
1.377,10,1633.96,182.78,m,0,0.00,0.00,0.00,0.00,,, ,0,,0,0,0
1.391,10,1634.48,182.91,m,0,0.00,0.00,0.00,0.00,,, ,0,,0,0,0
1.404,10,1634.71,182.96,m,0,0.00,0.00,0.00,0.00,,, ,0,,0,0,0
1.420,10,1650.24,170.42,m,1,1262.00,83.00,0.00,0.00,,, ,0,,0,0,0
