ParticipantID,Condition,PhraseID,SentenceNumber,TargetText,TypedText,TaskTime,TypingTime,TimeToFirstKey,SubmitLatency,TaskWPM,TypingWPM,CorrectChars,IncorrectChars,TER
1,GazeOnly,21,1,you can talk to becky,you can talk to beciy,29.50,28.56,0.94,0.00,8.13,8.40,20,1,0.05
1,GazeOnly,23,2,i agreed terms with greg,i zgreed terjs with greg,31.34,29.33,2.01,0.00,8.81,9.41,22,2,0.08
1,GazeOnly,27,3,thanks for your concern,thanis for your concern,32.59,30.70,1.88,0.00,8.10,8.60,22,1,0.04
1,GazeOnly,8,4,get with mary for format,get with mqry for format,34.68,31.34,3.34,0.00,7.96,8.81,23,1,0.04
1,GazeOnly,25,5,i told you silly,i tolc you xilly,19.96,18.22,1.75,0.00,9.02,9.88,14,2,0.13
1,GazeOnly,13,6,did you talk to ava this morning,did you talk to ava this morning,45.57,43.02,2.55,0.00,8.16,8.65,32,0,0.00
1,GazeOnly,19,7,ok with me,ok with me,14.05,11.97,2.08,0.00,7.69,9.02,10,0,0.00
1,GazeOnly,7,8,ive never worked with her,ive never wormed qith her,40.84,39.15,1.69,0.00,7.05,7.36,23,2,0.08
1,GazeOnly,1,9,have i mentioned how much i love houston traffic,have i mentionwd how mych i love houston trafcic,75.35,73.61,1.74,0.00,7.49,7.66,45,3,0.06
1,GazeOnly,30,10,i am on my way,i am on ny way,17.31,15.35,1.96,0.00,9.01,10.16,13,1,0.07
1,GazeOnly,11,11,are you getting all the information you need,are ylu vettung all the infkfmztiob yiu nwed,101.37,99.06,2.31,0.00,5.09,5.21,35,9,0.20
1,GazeOnly,20,12,whats going on,shzgs goinb on,33.06,30.20,2.86,0.00,4.72,5.17,10,4,0.29
1,GazeOnly,29,13,what is the mood,ehat us ghe mood,38.22,31.49,6.73,0.00,4.71,5.72,13,3,0.19
1,GazeOnly,3,14,should systems manage the migration,xhould ststems manavd thr migrarion,85.75,83.18,2.57,0.00,4.76,4.91,29,6,0.17
1,GazeOnly,9,15,i hope you are feeling better,u hipe yoy ard feekibv bdtger,71.74,69.95,1.79,0.00,4.68,4.80,20,9,0.31
1,GazeOnly,15,16,its not looking too good is it,itd nog koolunh too good is it,63.50,58.72,4.78,0.00,5.48,5.93,24,6,0.20
1,GazeOnly,10,17,im glad she likes her tree,im glad she likes ger tree,40.38,37.36,3.01,0.00,7.43,8.03,25,1,0.04
1,GazeOnly,22,18,i talked to duran,i talked to durab,24.16,22.18,1.98,0.00,7.95,8.66,16,1,0.06
1,GazeOnly,26,19,wednesday is definitely a hot chocolate day,wednexdqy is dwfunitely q hot chicolqte day,72.93,70.58,2.34,0.00,6.91,7.14,36,7,0.16
1,GazeOnly,18,20,ill get you one,ill get you ine,22.65,20.61,2.04,0.00,7.42,8.15,14,1,0.07
1,GazeOnly,12,21,have a great trip,yave a vreat trip,24.48,22.83,1.64,0.00,7.84,8.41,15,2,0.12
1,GazeOnly,16,22,has anyone else heard anything,has abyobe elxw heard anythinv,47.25,44.55,2.70,0.00,7.37,7.81,25,5,0.17
1,GazeOnly,4,23,i think that is the right answer,i think that ix rhe rivht anzwet,54.27,52.61,1.66,0.00,6.85,7.07,27,5,0.16
1,GazeOnly,2,24,take what you can get,rake whzt you czn get,36.25,33.19,3.06,0.00,6.62,7.23,18,3,0.14
1,GazeOnly,17,25,is it over,is it over,13.90,12.36,1.54,0.00,7.77,8.74,10,0,0.00
1,GazeOnly,24,26,i am at the lake,i am qt the lake,20.03,18.30,1.73,0.00,8.98,9.84,15,1,0.06
1,GazeOnly,5,27,im glad you liked it,i  glad tou liked it,31.31,29.79,1.52,0.00,7.28,7.65,18,2,0.10
1,GazeOnly,14,28,can you help, an you hell,18.53,16.54,1.99,0.00,7.12,7.98,10,2,0.17
1,GazeOnly,28,29,thursday works better for me,thutsdat woeks better for me,44.70,42.53,2.18,0.00,7.25,7.62,25,3,0.11
1,GazeOnly,6,30,this looks fine,thiw looks fine,24.25,22.43,1.83,0.00,6.93,7.49,14,1,0.07
